Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Malaysia,MYS,Government Effectiveness: Percentile Rank,GE.PER.RNK,68.85246,77.20207,83.07692,82.14286,83.67347,82.26601,83.82353,85.85366,85.43689,82.52427,78.94736,82.77512,81.04266,76.77725,79.14692,82.69231,76.92308,75.96154,75.48077,81.25
Malaysia,MYS,Control of Corruption: Percentile Rank,CC.PER.RNK,66.12904,68.04124,65.98985,64.14141,68.68687,65.85366,59.5122,62.43903,61.65049,56.79612,56.9378,60.95238,57.8199,63.98104,67.29858,66.82692,63.46154,60.09615,58.17308,63.94231
Maldives,MDV,Voice and Accountability: Percentile Rank,VA.PER.RNK,28,30.34826,26.36816,22.88557,21.39303,15.86539,20.19231,20.19231,22.11539,37.01923,45.97157,46.4455,43.19249,33.80282,33.33333,34.97537,30.04926,26.60098,25.12315,30.04926
Maldives,MDV,Rule of Law: Percentile Rank,RL.PER.RNK,52.76382,43,54.45544,49.0099,52.9703,50.7177,55.50239,51.67464,49.2823,50,49.76303,45.0237,33.80282,36.15023,27.69953,33.65385,32.21154,36.53846,30.76923,31.73077
Maldives,MDV,Regulatory Quality: Percentile Rank,RQ.PER.RNK,80.97826,77.72021,74.8718,75,71.42857,51.72414,64.70588,63.72549,55.82524,41.74757,38.75598,39.71292,38.86256,38.38863,36.01896,40.38462,37.5,34.61538,35.57692,33.65385
Maldives,MDV,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,76.06383,88.82979,87.83069,84.12698,83.41708,63.1068,70.87379,69.56522,45.89372,38.94231,37.44076,40.28436,39.33649,36.01896,51.65877,69.04762,59.52381,61.42857,54.76191,50.47619
Maldives,MDV,Government Effectiveness: Percentile Rank,GE.PER.RNK,80.87431,80.31088,67.17949,67.34694,61.7347,57.14286,61.27451,59.5122,54.85437,46.60194,41.14833,47.36842,45.0237,47.8673,45.0237,42.30769,40.86538,41.34615,35.57692,35.09615
Maldives,MDV,Control of Corruption: Percentile Rank,CC.PER.RNK,46.77419,43.29897,43.14721,51.0101,57.07071,43.90244,42.43903,33.17073,19.90291,21.35922,28.22967,34.76191,34.59716,27.96209,24.17062,43.75,37.98077,28.84615,21.63461,17.30769
Mali,MLI,Voice and Accountability: Percentile Rank,VA.PER.RNK,51,47.76119,50.74627,57.21393,60.19901,56.73077,58.65385,56.25,54.80769,54.80769,50.7109,54.50237,54.92958,31.4554,38.49765,42.36453,40.39409,40.39409,38.42365,36.94581
Mali,MLI,Rule of Law: Percentile Rank,RL.PER.RNK,41.70854,41,41.58416,46.53465,53.46535,46.88995,46.88995,45.93301,48.80383,45.67308,44.54976,40.28436,38.02817,31.92488,27.23005,31.25,26.92308,22.11539,23.07692,21.63461
Mali,MLI,Regulatory Quality: Percentile Rank,RQ.PER.RNK,27.71739,40.93264,49.23077,37.2449,34.18367,34.97537,30.88235,35.78431,39.80582,38.83495,37.79904,35.4067,36.96682,37.44076,33.64929,29.80769,30.28846,28.36539,30.28846,30.76923
Mali,MLI,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,58.51064,62.23404,56.08466,61.90476,53.26633,62.13592,52.42719,58.9372,51.69082,52.88462,41.70616,39.33649,24.17062,3.791469,6.161138,6.666667,7.619048,8.571428,6.190476,5.238095
Mali,MLI,Government Effectiveness: Percentile Rank,GE.PER.RNK,15.30055,15.02591,21.02564,32.65306,33.67347,27.58621,28.43137,27.31707,25.24272,22.3301,22.96651,20.57416,21.80095,16.11374,19.90521,14.90385,17.78846,15.38461,16.82692,15.38461
Mali,MLI,Control of Corruption: Percentile Rank,CC.PER.RNK,25.80645,24.2268,24.8731,31.31313,29.79798,31.70732,38.53659,38.53659,38.83495,35.43689,27.7512,28.57143,29.85782,22.27488,22.27488,26.44231,27.88461,30.28846,29.32692,26.92308
Malta,MLT,Voice and Accountability: Percentile Rank,VA.PER.RNK,85.5,84.07961,86.56716,86.56716,92.0398,90.38461,88.94231,89.90385,90.86539,90.86539,87.67773,88.6256,87.79343,88.26291,87.79343,89.16256,89.16256,88.66995,87.19212,83.74384
Malta,MLT,Rule of Law: Percentile Rank,RL.PER.RNK,83.9196,89.5,89.60396,91.08911,92.57426,89.47369,90.90909,91.38756,92.3445,91.82692,90.52132,89.57346,86.85446,87.32394,87.32394,86.05769,83.17308,81.25,85.09615,82.21154
Malta,MLT,Regulatory Quality: Percentile Rank,RQ.PER.RNK,78.26087,83.93782,85.1282,82.65306,83.16327,81.7734,78.92157,84.31373,85.43689,86.40777,88.99522,90.90909,89.09953,89.09953,88.15166,82.21154,84.61539,85.09615,87.98077,88.46154
Malta,MLT,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,94.14893,96.80851,98.4127,97.8836,99.49749,95.63107,96.60194,92.75362,95.16908,95.19231,92.891,91.94313,84.83412,87.20379,83.88625,90.47619,88.57143,90.47619,93.80952,93.80952
Malta,MLT,Government Effectiveness: Percentile Rank,GE.PER.RNK,82.51366,81.34715,83.58974,84.18367,80.10204,76.35468,75.4902,80.48781,83.98058,86.8932,84.21053,83.73206,83.88625,84.83412,86.25592,81.25,75.48077,77.40385,80.76923,78.84615
Malta,MLT,Control of Corruption: Percentile Rank,CC.PER.RNK,71.50538,72.16495,83.24873,78.28283,81.81818,78.53658,78.53658,80.97561,81.5534,81.5534,74.16268,74.7619,73.45972,79.14692,81.04266,77.88461,78.84615,75.48077,76.92308,71.63461
Marshall Islands,MHL,Voice and Accountability: Percentile Rank,VA.PER.RNK,86.5,88.0597,87.56219,88.0597,88.55721,87.98077,87.01923,88.46154,88.46154,88.46154,87.20379,84.36019,86.85446,84.97652,88.26291,86.69951,86.69951,88.17734,88.17734,87.68473
Marshall Islands,MHL,Rule of Law: Percentile Rank,RL.PER.RNK,45.22613,44,52.47525,59.40594,54.9505,45.45454,51.19617,55.02392,53.58852,58.65385,45.97157,47.39336,58.68545,56.80751,57.277,47.59615,48.07692,51.44231,59.61538,52.88462
Marshall Islands,MHL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,..,21.24352,24.10256,35.20408,35.71429,19.21182,24.01961,18.13725,18.93204,26.21359,17.22488,18.18182,17.53555,15.16588,13.74408,17.30769,12.5,14.42308,13.46154,10.09615
Marshall Islands,MHL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,..,..,..,..,91.9598,89.32039,84.95145,84.54106,87.43961,83.65385,96.68246,89.57346,84.36019,85.30806,85.78199,82.85714,79.52381,53.33333,78.09524,77.61905
Marshall Islands,MHL,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,42.48705,18.46154,9.693877,13.26531,15.76355,15.19608,10.2439,7.281553,5.825243,5.741627,7.655502,4.265403,5.687204,2.843602,4.807693,4.326923,4.807693,5.769231,6.25
Marshall Islands,MHL,Control of Corruption: Percentile Rank,CC.PER.RNK,..,33.50515,46.19289,37.37374,21.71717,33.65854,40.97561,35.12195,32.52427,34.46602,43.54067,45.23809,45.97157,48.34123,58.76777,54.32692,54.80769,56.25,57.21154,54.80769
Martinique,MTQ,Voice and Accountability: Percentile Rank,VA.PER.RNK,71,69.65174,69.65174,68.65672,69.65174,74.51923,70.67308,65.38461,62.5,62.98077,63.03318,65.40285,65.25822,65.7277,65.7277,..,..,..,..,..
Martinique,MTQ,Rule of Law: Percentile Rank,RL.PER.RNK,87.43719,86,85.64356,85.14851,82.17822,81.81818,78.4689,73.20574,77.03349,77.88461,77.25118,76.77725,76.05634,75.58685,76.52582,59.13462,56.73077,79.80769,79.32692,78.84615
Martinique,MTQ,Regulatory Quality: Percentile Rank,RQ.PER.RNK,80.97826,82.90156,82.5641,79.59184,77.55102,75.36946,75,75.4902,77.18446,78.64078,77.03349,77.51196,77.72512,76.77725,76.77725,87.98077,87.98077,86.05769,85.57692,85.09615
Martinique,MTQ,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,56.91489,56.91489,67.72487,67.72487,73.86935,94.17476,90.29126,89.37198,89.37198,67.30769,59.71564,59.71564,67.77251,63.98104,65.87678,77.61905,83.33334,85.2381,84.7619,84.28571
Martinique,MTQ,Government Effectiveness: Percentile Rank,GE.PER.RNK,80.87431,82.38342,81.53846,79.59184,78.57143,77.3399,74.01961,76.58537,77.18446,76.69903,74.16268,75.11961,73.93365,73.45972,73.45972,73.55769,74.03846,75,83.65385,82.69231
Martinique,MTQ,Control of Corruption: Percentile Rank,CC.PER.RNK,80.10753,81.95876,82.23351,80.80808,80.30303,81.46342,77.56097,76.58537,76.69903,77.18446,77.03349,77.14286,75.82938,76.30331,76.77725,87.01923,87.01923,87.5,86.53846,86.53846
Mauritania,MRT,Voice and Accountability: Percentile Rank,VA.PER.RNK,33.5,29.35323,24.87562,25.87065,26.36816,17.78846,22.59615,25.48077,29.32692,21.63461,21.80095,22.74882,21.59624,21.59624,21.12676,22.16749,23.64532,24.63054,24.13793,24.13793
Mauritania,MRT,Rule of Law: Percentile Rank,RL.PER.RNK,35.67839,35.5,38.11881,36.13861,35.64357,27.7512,29.1866,25.35885,27.7512,12.01923,22.74882,21.32701,18.30986,19.24883,15.96244,19.71154,18.75,25.96154,31.25,26.44231
Mauritania,MRT,Regulatory Quality: Percentile Rank,RQ.PER.RNK,35.86956,28.49741,34.8718,64.28571,53.57143,52.21675,43.13726,37.7451,33.98058,28.64078,26.31579,22.96651,23.69668,28.43602,27.48815,24.03846,20.67308,24.03846,23.07692,19.71154
Mauritania,MRT,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,59.04255,59.57447,61.37566,60.31746,44.2211,38.83495,39.32039,53.62319,35.2657,24.51923,19.43128,14.21801,13.74408,15.16588,17.53555,25.71428,23.33333,20.47619,24.76191,22.38095
Mauritania,MRT,Government Effectiveness: Percentile Rank,GE.PER.RNK,53.00546,56.47668,50.76923,57.14286,59.69388,41.37931,45.58823,21.46342,16.99029,16.01942,20.09569,16.26794,16.58768,18.95735,15.16588,15.86539,13.94231,21.63461,22.59615,22.59615
Mauritania,MRT,Control of Corruption: Percentile Rank,CC.PER.RNK,34.4086,37.62886,37.56345,57.07071,57.57576,35.60976,35.60976,26.34146,33.98058,23.30097,30.62201,26.19048,30.80569,24.17062,21.80095,16.82692,17.30769,24.51923,23.07692,23.07692
Mauritius,MUS,Voice and Accountability: Percentile Rank,VA.PER.RNK,73.5,77.61194,76.61691,71.14428,72.63682,75.48077,73.07692,75,73.55769,73.07692,70.61611,71.09005,71.83099,74.17841,75.11737,74.38424,72.9064,72.9064,73.39902,72.4138
Mauritius,MUS,Rule of Law: Percentile Rank,RL.PER.RNK,78.89447,83.5,81.18812,82.67326,83.66337,82.77512,83.25359,77.51196,80.86124,82.69231,79.62085,77.25118,77.93427,80.28169,79.34272,78.84615,77.88461,75.96154,75.96154,76.92308
Mauritius,MUS,Regulatory Quality: Percentile Rank,RQ.PER.RNK,50.54348,66.83938,72.30769,70.40816,68.87755,65.02463,64.21568,67.15686,67.96117,74.75728,75.59808,76.55502,76.30331,79.62085,79.62085,83.65385,81.73077,82.21154,80.28846,81.73077
Mauritius,MUS,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,86.17021,81.38298,73.54498,86.77248,82.41206,80.09708,81.5534,70.5314,78.26087,76.92308,71.09005,67.29858,76.30331,79.62085,78.19905,68.09524,84.7619,86.19048,81.42857,79.04762
Mauritius,MUS,Government Effectiveness: Percentile Rank,GE.PER.RNK,61.20219,68.91192,68.20513,67.85714,75,72.9064,71.07843,74.63415,77.66991,77.18446,74.64115,77.03349,76.77725,78.67299,75.82938,81.73077,81.73077,78.36539,78.36539,77.40385
Mauritius,MUS,Control of Corruption: Percentile Rank,CC.PER.RNK,58.06452,65.97938,68.52792,71.71717,64.64646,61.46341,64.39024,66.34146,70.87379,71.84466,72.2488,72.38095,71.56398,65.40285,64.92891,65.86539,65.86539,62.98077,62.01923,62.98077
Mexico,MEX,Voice and Accountability: Percentile Rank,VA.PER.RNK,50.5,50.24876,57.21393,58.70647,60.69652,58.65385,57.69231,51.92308,52.40385,51.92308,55.45024,54.9763,53.05164,53.99061,53.05164,48.76847,44.33498,43.84237,42.85714,45.81281
Mexico,MEX,Rule of Law: Percentile Rank,RL.PER.RNK,27.13568,35,40.09901,44.05941,43.56436,40.66986,42.58373,41.62679,37.79904,29.80769,35.54502,35.54502,34.2723,37.0892,35.68075,37.98077,38.46154,31.73077,31.73077,27.40385
Mexico,MEX,Regulatory Quality: Percentile Rank,RQ.PER.RNK,59.78261,60.62176,62.5641,66.83673,65.81633,65.51724,58.33333,62.7451,63.59223,62.62136,57.89474,58.37321,58.29384,67.77251,67.29858,66.82692,64.90385,64.42308,61.53846,60.57692
Mexico,MEX,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,20.74468,30.85106,39.15344,45.50265,40.201,38.34951,33.49514,26.57005,23.6715,19.23077,22.27488,23.22275,26.06635,24.64455,23.22275,17.61905,21.42857,23.80952,20.47619,25.71428
Mexico,MEX,Government Effectiveness: Percentile Rank,GE.PER.RNK,62.29508,66.83938,63.58974,64.28571,63.77551,62.06897,57.35294,58.04878,58.73787,60.67961,60.28708,60.28708,63.50711,63.50711,63.03318,61.53846,61.53846,58.65385,52.40385,47.59615
Mexico,MEX,Control of Corruption: Percentile Rank,CC.PER.RNK,36.02151,39.17526,47.71574,52.52525,54.04041,46.34146,49.26829,47.31707,49.02913,50,47.84689,42.85714,41.70616,42.65403,37.44076,24.51923,24.03846,25.96154,16.34615,18.75
"Micronesia, Fed. Sts.",FSM,Voice and Accountability: Percentile Rank,VA.PER.RNK,84,76.1194,78.10945,77.61194,81.09453,75,79.32692,84.13461,82.69231,85.09615,83.41232,81.99052,77.46479,77.93427,78.87324,83.74384,85.22167,85.71429,85.22167,87.68473
"Micronesia, Fed. Sts.",FSM,Rule of Law: Percentile Rank,RL.PER.RNK,76.88442,67,53.9604,54.9505,49.50495,63.63636,69.85646,69.37799,69.37799,59.61538,55.45024,52.1327,53.05164,54.46009,55.39906,46.15385,45.67308,52.88462,53.36538,53.84615
"Micronesia, Fed. Sts.",FSM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,..,21.24352,17.94872,30.61225,39.28571,55.66502,61.27451,57.35294,40.7767,32.03883,23.44498,20.57416,21.32701,19.43128,18.48341,14.42308,15.38461,14.90385,14.90385,14.90385
"Micronesia, Fed. Sts.",FSM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,..,..,..,..,67.33669,81.06796,87.86407,90.33817,92.27053,92.30769,93.83886,90.99526,87.67773,89.57346,88.6256,81.42857,86.66666,89.52381,91.42857,94.7619
"Micronesia, Fed. Sts.",FSM,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,42.48705,27.69231,25.5102,21.42857,32.0197,53.43137,44.39024,25.72816,25.72816,27.7512,23.44498,25.11848,30.33175,34.12322,33.65385,40.38462,40.38462,56.25,48.07692
"Micronesia, Fed. Sts.",FSM,Control of Corruption: Percentile Rank,CC.PER.RNK,..,50,48.73096,45.45454,45.95959,55.12195,51.21951,48.29268,45.63107,46.1165,54.54546,54.28571,45.0237,54.02843,52.1327,75.96154,75,73.07692,77.88461,75.48077
Moldova,MDA,Voice and Accountability: Percentile Rank,VA.PER.RNK,52,51.74129,46.26866,32.33831,32.83582,29.80769,30.76923,37.01923,37.01923,36.53846,37.44076,46.91943,51.17371,47.41784,46.00939,49.26109,48.76847,46.79803,45.3202,40.8867
Moldova,MDA,Rule of Law: Percentile Rank,RL.PER.RNK,47.73869,51,35.64357,34.15842,37.12871,42.58373,41.14833,38.27751,36.84211,39.42308,40.75829,43.12796,45.53991,46.00939,43.19249,46.63462,42.78846,33.17308,37.5,37.01923
Moldova,MDA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,52.17391,43.00518,38.46154,39.79592,37.2449,37.43842,37.2549,42.64706,44.66019,50,49.2823,49.2823,51.18483,49.2891,49.76303,54.32692,51.44231,50.48077,54.32692,51.92308
Moldova,MDA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,47.87234,61.17021,31.74603,41.79894,39.69849,37.86408,34.46602,31.88406,42.51208,35.57692,26.06635,33.17535,45.49763,46.91943,45.97157,39.04762,34.76191,34.76191,33.33333,32.85714
Moldova,MDA,Government Effectiveness: Percentile Rank,GE.PER.RNK,47.54099,39.89637,35.38462,33.16327,28.06122,18.71921,26.47059,24.39024,21.84466,23.30097,36.36364,29.66507,31.27962,33.17535,41.70616,38.94231,28.36539,30.28846,33.17308,35.57692
Moldova,MDA,Control of Corruption: Percentile Rank,CC.PER.RNK,39.78495,42.26804,31.47208,19.19192,21.21212,14.63415,30.2439,31.21951,29.12621,31.5534,26.79426,29.04762,31.27962,31.75356,23.22275,20.67308,18.26923,14.90385,21.15385,25.96154
Monaco,MCO,Voice and Accountability: Percentile Rank,VA.PER.RNK,82.5,83.08458,84.57712,82.08955,75.12437,78.36539,76.44231,75.96154,74.51923,79.80769,75.35545,79.62085,72.30047,72.30047,73.23943,77.3399,79.80296,73.39902,74.38424,71.42857
Monaco,MCO,Rule of Law: Percentile Rank,RL.PER.RNK,76.88442,80,79.20792,77.22772,78.21782,75.11961,74.64115,82.29665,79.42583,80.28846,80.56872,78.67299,79.34272,78.40376,78.87324,..,..,..,..,..
Monaco,MCO,Regulatory Quality: Percentile Rank,RQ.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,..,..,..,..,91.9598,86.40777,82.03883,81.15942,84.05797,84.13461,84.36019,82.46445,82.46445,85.78199,86.25592,84.7619,83.80952,86.66666,99.52381,99.52381
Monaco,MCO,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Control of Corruption: Percentile Rank,CC.PER.RNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,Voice and Accountability: Percentile Rank,VA.PER.RNK,63,65.17413,59.70149,59.20398,59.20398,57.21154,54.32692,54.80769,57.21154,56.25,53.08057,51.65877,51.64319,52.11267,53.52113,56.65025,56.15763,56.65025,56.15763,57.14286
Mongolia,MNG,Rule of Law: Percentile Rank,RL.PER.RNK,58.29146,58.5,51.9802,58.91089,60.89109,54.54546,45.45454,45.45454,44.97608,43.75,46.4455,43.60189,46.94836,43.66197,43.66197,42.30769,41.82692,45.67308,41.82692,44.71154
Mongolia,MNG,Regulatory Quality: Percentile Rank,RQ.PER.RNK,48.91304,50.25907,51.28205,52.04082,38.77551,39.90148,35.78431,44.11765,45.14563,43.68932,44.49761,44.01914,44.07583,45.49763,41.70616,44.71154,41.82692,52.40385,50.96154,54.80769
Mongolia,MNG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,71.80851,60.10638,75.66138,88.35979,80.90453,73.78641,75.24272,65.70049,69.56522,64.42308,67.77251,66.35071,65.87678,62.08531,63.50711,73.33334,69.04762,73.33334,73.33334,74.28571
Mongolia,MNG,Government Effectiveness: Percentile Rank,GE.PER.RNK,42.62295,47.15026,46.66667,50.5102,48.97959,43.34975,42.15686,37.56097,33.98058,36.40777,29.66507,34.92823,33.17535,30.80569,34.59716,37.01923,39.42308,50.48077,42.30769,45.67308
Mongolia,MNG,Control of Corruption: Percentile Rank,CC.PER.RNK,60.75269,57.73196,45.68528,58.08081,51.0101,41.46341,32.68293,34.63415,32.03883,29.61165,24.88038,25.23809,26.06635,35.54502,38.38863,37.01923,37.5,36.53846,41.82692,39.90385
Montenegro,MNE,Voice and Accountability: Percentile Rank,VA.PER.RNK,..,32.83582,32.33831,49.25373,51.74129,53.36538,55.76923,55.28846,55.28846,55.76923,55.92417,55.45024,55.39906,56.80751,56.33803,53.20197,50.73891,49.26109,50.2463,50.2463
Montenegro,MNE,Rule of Law: Percentile Rank,RL.PER.RNK,..,24.5,62.87129,60.39604,47.52475,45.93301,47.84689,46.88995,50.23923,52.88462,56.87204,54.9763,55.39906,56.33803,54.92958,61.53846,58.65385,53.84615,53.84615,57.69231
Montenegro,MNE,Regulatory Quality: Percentile Rank,RQ.PER.RNK,..,..,..,..,..,..,51.47059,43.62745,50.48544,51.94175,52.63158,51.19617,52.1327,53.5545,54.02843,55.28846,60.09615,62.5,64.90385,65.86539
Montenegro,MNE,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,..,..,..,..,..,..,..,46.85991,47.34299,72.11539,74.40759,65.40285,63.98104,64.92891,64.45498,54.76191,52.38095,55.71429,42.85714,50.95238
Montenegro,MNE,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,64.21568,52.68293,47.57281,53.8835,55.50239,58.37321,59.71564,59.71564,60.18958,63.46154,59.61538,58.17308,59.61538,58.17308
Montenegro,MNE,Control of Corruption: Percentile Rank,CC.PER.RNK,..,71.13402,53.29949,53.53535,41.91919,38.04878,45.85366,40,47.08738,51.94175,53.58852,51.42857,53.08057,55.92417,49.76303,55.28846,53.84615,54.32692,54.80769,58.17308
Morocco,MAR,Voice and Accountability: Percentile Rank,VA.PER.RNK,36.5,42.78607,34.32836,34.82587,26.86567,33.65385,26.44231,28.84615,27.88461,25.96154,27.96209,28.90995,27.69953,29.10798,27.23005,27.58621,28.57143,29.55665,28.57143,29.55665
Morocco,MAR,Rule of Law: Percentile Rank,RL.PER.RNK,59.29648,60.5,54.9505,52.9703,50.49505,51.19617,45.93301,46.41148,46.41148,46.63462,48.34123,50.23697,48.82629,48.82629,46.94836,54.32692,54.80769,48.55769,48.55769,49.51923
Morocco,MAR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,51.63044,52.84974,52.30769,49.4898,45.40816,46.79803,40.19608,49.5098,49.02913,49.02913,51.67464,50.7177,50.23697,50.23697,48.34123,49.51923,49.03846,45.19231,44.71154,42.78846
Morocco,MAR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,39.89362,57.44681,41.79894,37.03704,32.1608,35.43689,29.12621,30.91788,27.53623,25.96154,31.27962,32.70142,33.64929,32.70142,28.90995,29.52381,33.80952,34.28571,30.95238,33.80952
Morocco,MAR,Government Effectiveness: Percentile Rank,GE.PER.RNK,55.19126,58.03109,54.35897,51.02041,53.06123,53.20197,46.56863,51.21951,50.97087,48.54369,50.7177,50.23923,48.81517,52.60664,54.02843,50.48077,50.96154,49.51923,45.19231,46.63462
Morocco,MAR,Control of Corruption: Percentile Rank,CC.PER.RNK,53.22581,60.82474,54.31472,50.50505,47.9798,52.68293,47.31707,39.5122,44.66019,41.74757,45.45454,52.85714,42.1801,39.81042,44.07583,50,52.40385,53.84615,52.40385,47.59615
Mozambique,MOZ,Voice and Accountability: Percentile Rank,VA.PER.RNK,40.5,45.27363,45.27363,42.78607,46.26866,47.59615,51.92308,44.71154,45.67308,45.19231,44.54976,43.60189,41.31455,42.723,39.43662,39.40887,37.93103,34.48276,33.99015,32.51231
Mozambique,MOZ,Rule of Law: Percentile Rank,RL.PER.RNK,23.61809,23.5,27.72277,32.67327,29.20792,31.10048,32.53588,32.53588,33.49282,33.65385,34.12322,39.33649,32.86385,32.86385,23.00469,21.15385,20.67308,13.46154,15.38461,14.42308
Mozambique,MOZ,Regulatory Quality: Percentile Rank,RQ.PER.RNK,28.26087,38.8601,43.58974,42.85714,31.63265,33.49754,25,30.39216,30.58252,36.40777,38.27751,38.27751,36.01896,36.01896,36.96682,37.01923,35.09615,25,25,24.03846
Mozambique,MOZ,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,46.2766,51.06383,40.74074,51.32275,52.26131,44.66019,50.48544,61.83575,55.55556,57.21154,68.72038,58.29384,58.29384,59.24171,38.38863,32.38095,27.61905,12.85714,15.2381,19.04762
Mozambique,MOZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,50.27322,43.00518,40.51282,43.36735,37.2449,35.96059,36.76471,31.21951,35.92233,37.37864,37.32058,33.97129,29.85782,31.27962,31.75356,24.03846,23.07692,18.75,18.26923,17.78846
Mozambique,MOZ,Control of Corruption: Percentile Rank,CC.PER.RNK,40.86021,41.23711,39.0863,36.36364,32.82828,31.21951,37.07317,32.19512,35.92233,37.86408,40.19139,40.47619,38.86256,34.59716,34.12322,29.32692,24.51923,17.78846,18.75,24.03846
Myanmar,MMR,Voice and Accountability: Percentile Rank,VA.PER.RNK,2,1.492537,0.4975124,0.9950249,0.4975124,0,0.4807692,0.4807692,0.4807692,0.4807692,0.9478673,1.421801,3.286385,5.164319,7.981221,9.852217,14.28571,24.13793,23.64532,23.64532
Myanmar,MMR,Rule of Law: Percentile Rank,RL.PER.RNK,4.020101,6,3.960396,1.485149,1.485149,1.435407,0.9569378,3.827751,3.827751,3.365385,3.317536,2.843602,4.694836,6.103286,9.859155,8.173077,7.692307,17.78846,16.82692,15.38461
Myanmar,MMR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,4.347826,4.663212,2.564103,0.5102041,1.530612,0,1.470588,0.9803922,0.9708738,0.4854369,1.435407,0.9569378,1.421801,2.369668,5.21327,6.25,8.653846,18.75,19.23077,22.59615
Myanmar,MMR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,10.10638,10.10638,6.878307,12.69841,16.0804,18.93204,20.87379,21.25604,16.42512,15.38461,11.84834,10.90047,14.69194,18.48341,14.21801,11.42857,10.47619,18.09524,13.33333,10.47619
Myanmar,MMR,Government Effectiveness: Percentile Rank,GE.PER.RNK,7.103825,8.290155,7.179487,6.632653,6.632653,2.463054,3.431373,4.878049,4.368932,2.912621,2.392344,2.870813,3.791469,3.791469,4.265403,9.134615,10.09615,16.34615,13.46154,12.5
Myanmar,MMR,Control of Corruption: Percentile Rank,CC.PER.RNK,1.612903,2.57732,3.045685,3.030303,1.515152,0.9756098,0.9756098,0.4878049,0.4854369,0.9708738,0.4784689,0.4761905,0.4739336,13.74408,16.11374,20.19231,20.67308,32.21154,32.21154,30.28846
Namibia,NAM,Voice and Accountability: Percentile Rank,VA.PER.RNK,64.5,58.20895,58.70647,55.72139,54.22886,57.69231,59.61538,60.09615,59.13462,59.61538,58.29384,57.8199,57.74648,60.09389,59.62441,66.50246,67.48769,66.99507,66.00985,63.05419
Namibia,NAM,Rule of Law: Percentile Rank,RL.PER.RNK,59.799,63,59.40594,61.88119,63.36634,51.67464,51.67464,56.9378,57.89474,60.57692,60.66351,59.71564,59.15493,61.03286,60.09389,62.98077,62.01923,64.42308,60.57692,61.05769
Namibia,NAM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,64.67391,58.03109,64.10256,67.85714,60.71429,58.62069,57.35294,56.37255,52.91262,56.31068,55.50239,54.06699,54.02843,54.50237,55.92417,52.88462,50.48077,49.51923,46.63462,51.44231
Namibia,NAM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,74.46809,64.3617,35.97884,49.73545,60.80402,69.41747,66.01942,71.49758,83.57488,93.75,80.56872,75.82938,73.45972,81.04266,78.67299,66.66666,69.52381,70.95238,67.14286,68.09524
